order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00131,131,286,CUST_0286,2023-08-02,2023-08-07T17:31:00.000Z,PROD_025,88,1,5,157.79,368.82,970.90,803.12,22.12,32.56,0.00,processing,delivered,paypal,9942 Oak Ave,,
ORD_00132,132,380,CUST_0380,9/23/2023,2023-02-25T08:07:00.000Z,PROD_175,2,7,2,332.97,236.12,332.41,592.52,19.88,49.86,47.11,SHIPPED,processing,debit_card,6893 Main St,,TRK222696
ORD_00133,133,271,CUST_0271,5/15/2023,2023-07-19T10:14:00.000Z,PROD_045,140,2,2,333.89,267.89,371.95,320.83,17.00,31.63,0.00,pending,,bank_transfer,9114 Oak Ave,,
ORD_00134,134,172,CUST_0172,10/2/2023,2023-11-25T05:19:00.000Z,PROD_129,192,1,2,205.14,368.90,576.83,543.09,11.59,13.84,32.80,delivered,pending,credit_card,217 Pine Rd,,TRK158373
ORD_00135,135,315,CUST_0315,2023-06-23,2023-08-10T23:04:00.000Z,PROD_186,62,5,4,317.04,237.17,473.68,372.71,7.93,14.30,0.00,,pending,cash,7048 Pine Rd,,TRK585859
ORD_00136,136,464,CUST_0464,11/27/2023,2023-10-27T17:41:00.000Z,PROD_084,197,8,3,397.67,305.15,552.81,820.36,19.45,3.37,0.00,returned,CANCELLED,paypal,849 Oak Ave,,
ORD_00137,137,77,CUST_0077,9/8/2023,2023-11-25T03:58:00.000Z,PROD_041,31,3,3,164.47,173.53,827.23,106.23,17.48,47.83,0.00,CANCELLED,processing,bank_transfer,7229 Oak Ave,,
ORD_00138,138,407,CUST_0407,,2023-04-04T02:42:00.000Z,PROD_174,99,4,2,273.69,381.76,149.28,754.28,19.57,5.18,0.00,CANCELLED,,debit_card,2850 Main St,,TRK870666
ORD_00139,139,474,CUST_0474,12/16/2023,2023-12-16T08:40:00.000Z,PROD_169,157,8,3,126.86,166.56,740.88,397.76,16.65,50.26,23.68,processing,pending,bank_transfer,6207 Pine Rd,,
ORD_00140,140,353,CUST_0353,,2023-06-18T21:34:00.000Z,PROD_035,146,6,2,199.45,24.24,877.46,398.81,12.14,25.79,0.00,CANCELLED,,debit_card,7089 Pine Rd,,
ORD_00141,141,436,CUST_0436,2023-11-17,2023-07-01T03:53:00.000Z,PROD_095,77,3,1,427.14,201.64,573.90,593.73,12.46,50.90,32.96,SHIPPED,pending,credit_card,79 Main St,,TRK314941
ORD_00142,142,136,CUST_0136,2023-01-16,2023-07-15T22:12:00.000Z,PROD_005,147,8,2,253.04,167.12,312.31,476.54,8.14,35.01,0.00,SHIPPED,processing,bank_transfer,2005 Pine Rd,,TRK105358
ORD_00143,143,52,CUST_0052,2023-09-11,2023-12-28T16:50:00.000Z,PROD_062,58,6,2,361.92,191.10,762.58,830.99,0.00,25.30,0.00,CANCELLED,SHIPPED,bank_transfer,8170 Pine Rd,,TRK662629
ORD_00144,144,471,CUST_0471,3/26/2023,2023-10-05T01:14:00.000Z,PROD_027,150,3,1,104.48,189.12,410.00,172.20,0.00,41.95,15.91,CANCELLED,processing,credit_card,87 Oak Ave,,
ORD_00145,145,86,CUST_0086,2023-04-19,2023-02-27T02:33:00.000Z,PROD_191,53,2,4,187.71,203.24,949.31,207.92,0.00,45.23,0.00,pending,returned,paypal,6239 Main St,Special delivery instructions,TRK516186
ORD_00146,146,66,CUST_0066,7/18/2023,,PROD_185,127,1,2,78.93,380.17,485.54,476.63,6.79,21.04,0.00,processing,processing,bank_transfer,5611 Oak Ave,,TRK423768
ORD_00147,147,393,CUST_0393,2023-07-02,2023-01-28T12:03:00.000Z,PROD_024,93,10,3,228.71,291.46,272.97,213.67,24.44,38.01,0.00,SHIPPED,returned,credit_card,7079 Main St,,TRK849093
ORD_00148,148,431,CUST_0431,,,PROD_064,136,8,3,448.22,309.06,267.84,167.29,0.00,7.42,26.07,delivered,SHIPPED,paypal,6057 Pine Rd,,
ORD_00149,149,109,CUST_0109,4/1/2023,2023-05-12T19:43:00.000Z,PROD_060,73,8,5,357.19,345.39,363.92,355.98,11.12,16.16,0.00,processing,SHIPPED,bank_transfer,6594 Main St,,
ORD_00150,150,298,CUST_0298,8/2/2023,,PROD_073,164,8,5,456.53,54.44,944.35,457.25,0.00,51.27,0.00,delivered,,paypal,5142 Pine Rd,Special delivery instructions,TRK724851
ORD_00151,151,212,CUST_0212,11/15/2023,2023-11-08T11:12:00.000Z,PROD_069,169,4,5,192.29,52.23,691.16,409.05,12.31,32.03,10.98,,,cash,2740 Main St,,
ORD_00152,152,310,CUST_0310,1/18/2023,,PROD_025,88,8,1,323.60,318.30,1013.36,203.93,6.53,5.74,0.00,delivered,,debit_card,7126 Main St,,
ORD_00153,153,282,CUST_0282,2023-10-27,2023-06-17T02:48:00.000Z,PROD_104,92,5,3,255.74,412.64,285.04,794.75,9.17,38.74,35.35,processing,delivered,cash,8066 Main St,,
ORD_00154,154,52,CUST_0052,4/8/2023,2023-08-19T14:22:00.000Z,PROD_032,186,1,5,458.85,262.74,632.84,520.90,15.41,35.79,0.00,CANCELLED,returned,credit_card,9241 Pine Rd,Special delivery instructions,
ORD_00155,155,283,CUST_0283,2023-01-20,2023-06-22T05:15:00.000Z,PROD_187,93,1,3,426.80,140.68,96.01,383.87,0.00,21.12,0.00,pending,pending,credit_card,2265 Pine Rd,,TRK565485
ORD_00156,156,238,CUST_0238,2023-06-26,2023-10-14T11:40:00.000Z,PROD_097,175,9,3,78.08,50.30,158.40,116.18,18.37,42.03,0.00,CANCELLED,CANCELLED,debit_card,6737 Main St,,
ORD_00157,157,240,CUST_0240,9/24/2023,2023-01-28T04:18:00.000Z,PROD_186,174,4,1,88.01,234.59,812.34,560.25,0.00,14.12,0.00,,pending,cash,9026 Oak Ave,,TRK829883
ORD_00158,158,384,CUST_0384,2/4/2023,2023-01-26T13:11:00.000Z,PROD_064,171,6,1,53.21,319.33,662.57,129.14,7.74,22.39,0.00,returned,pending,paypal,6042 Pine Rd,,TRK460457
ORD_00159,159,245,CUST_0245,,2023-01-10T10:05:00.000Z,PROD_119,172,3,2,286.06,35.07,246.91,165.07,7.49,20.50,1.51,returned,returned,cash,2179 Main St,,TRK140419
ORD_00160,160,222,CUST_0222,9/5/2023,2023-09-25T05:26:00.000Z,PROD_153,2,6,5,31.95,16.32,561.67,695.69,11.98,50.12,0.00,CANCELLED,,debit_card,2653 Main St,,
ORD_00161,161,428,CUST_0428,11/6/2023,2023-11-17T10:06:00.000Z,PROD_018,179,1,3,296.56,389.04,53.35,457.68,22.77,6.19,0.00,pending,returned,credit_card,3328 Oak Ave,,TRK547636
ORD_00162,162,315,CUST_0315,1/24/2023,2023-11-13T15:05:00.000Z,PROD_007,102,8,4,383.71,232.34,819.52,75.81,18.34,17.57,0.00,delivered,SHIPPED,paypal,6344 Oak Ave,Special delivery instructions,TRK571870
ORD_00163,163,377,CUST_0377,9/18/2023,2023-11-02T21:11:00.000Z,PROD_146,177,2,3,138.55,100.09,214.22,300.06,15.51,8.51,0.00,returned,pending,credit_card,4246 Oak Ave,,
ORD_00164,164,37,CUST_0037,10/13/2023,2023-11-25T02:32:00.000Z,PROD_037,142,5,3,57.07,399.91,478.35,309.34,0.00,13.23,0.00,CANCELLED,SHIPPED,cash,8724 Oak Ave,,TRK859493
ORD_00165,165,184,CUST_0184,3/3/2023,,PROD_058,102,10,3,373.10,357.33,365.62,185.64,5.29,17.57,0.00,delivered,delivered,debit_card,6930 Oak Ave,,
ORD_00166,166,16,CUST_0016,,2023-10-17T07:44:00.000Z,PROD_002,26,9,4,408.70,53.49,476.88,579.23,7.26,30.52,41.18,SHIPPED,CANCELLED,cash,2683 Pine Rd,,
ORD_00167,167,279,CUST_0279,5/25/2023,,PROD_092,29,2,1,418.59,352.97,496.84,260.02,13.77,30.05,0.00,delivered,,bank_transfer,6619 Main St,,TRK390572
ORD_00168,168,34,CUST_0034,3/16/2023,2023-06-26T15:38:00.000Z,PROD_144,56,4,3,242.24,341.00,633.37,799.27,18.44,17.95,33.20,pending,processing,cash,2287 Main St,,TRK271160
ORD_00169,169,16,CUST_0016,3/15/2023,2023-08-27T02:17:00.000Z,PROD_101,176,9,4,475.25,226.90,918.79,45.42,11.75,19.02,29.16,delivered,returned,paypal,9548 Pine Rd,Special delivery instructions,TRK156430
ORD_00170,170,20,CUST_0020,2023-06-24,,PROD_029,131,10,4,12.56,249.17,477.66,257.89,0.00,38.52,0.00,CANCELLED,processing,bank_transfer,9552 Oak Ave,,
ORD_00171,171,263,CUST_0263,7/16/2023,2023-01-27T20:12:00.000Z,PROD_125,117,7,1,427.80,19.05,252.84,110.34,23.01,17.95,0.00,processing,CANCELLED,bank_transfer,8220 Main St,,
ORD_00172,172,482,CUST_0482,2023-02-14,2023-02-05T09:46:00.000Z,PROD_074,68,8,5,342.76,32.32,714.20,643.89,0.00,43.32,0.00,pending,processing,bank_transfer,8707 Oak Ave,,
ORD_00173,173,48,CUST_0048,2023-12-10,,PROD_031,60,7,3,277.73,322.22,787.25,302.63,0.00,21.43,0.00,pending,delivered,cash,4617 Pine Rd,Special delivery instructions,TRK824390
ORD_00174,174,98,CUST_0098,10/24/2023,2023-01-14T07:10:00.000Z,PROD_134,80,7,4,493.07,361.71,509.78,66.91,8.56,9.78,0.00,SHIPPED,pending,bank_transfer,3483 Main St,Special delivery instructions,TRK298428
ORD_00175,175,87,CUST_0087,2023-06-03,,PROD_013,3,2,2,215.04,112.50,899.97,147.69,0.00,32.53,0.00,,SHIPPED,debit_card,1929 Oak Ave,,
ORD_00176,176,453,CUST_0453,2023-01-07,2023-08-17T05:44:00.000Z,PROD_031,131,5,4,380.10,234.09,344.94,136.90,0.00,32.75,46.59,pending,delivered,cash,9291 Oak Ave,,TRK219308
ORD_00177,177,418,CUST_0418,2/19/2023,2023-09-04T06:00:00.000Z,PROD_064,88,1,4,425.36,241.09,704.13,286.06,18.76,47.60,0.00,CANCELLED,delivered,debit_card,1285 Main St,Special delivery instructions,TRK978442
ORD_00178,178,255,CUST_0255,5/27/2023,2023-09-19T19:51:00.000Z,PROD_094,194,7,3,255.79,332.18,177.48,669.70,23.10,30.30,40.28,SHIPPED,CANCELLED,debit_card,7663 Oak Ave,,
ORD_00179,179,123,CUST_0123,9/1/2023,2023-07-10T20:18:00.000Z,PROD_144,32,5,3,151.62,97.59,392.14,664.10,7.66,27.74,0.00,delivered,processing,bank_transfer,9708 Oak Ave,Special delivery instructions,
ORD_00180,180,195,CUST_0195,,2023-02-06T20:26:00.000Z,PROD_012,34,9,2,25.93,389.25,624.73,295.89,17.49,41.63,0.00,processing,processing,bank_transfer,9899 Main St,,
ORD_00181,181,54,CUST_0054,2023-05-05,,PROD_120,54,4,4,27.33,380.29,406.86,240.25,0.00,27.66,37.23,returned,CANCELLED,bank_transfer,9019 Oak Ave,,TRK445170
ORD_00182,182,268,CUST_0268,2023-06-20,2023-07-11T07:37:00.000Z,PROD_082,182,3,3,304.94,147.90,686.78,538.13,0.00,25.26,0.00,returned,delivered,bank_transfer,9162 Main St,,TRK152460
ORD_00183,183,128,CUST_0128,2023-12-27,2023-07-17T01:26:00.000Z,PROD_078,27,3,1,148.00,158.35,813.92,73.24,10.13,10.23,0.00,SHIPPED,,credit_card,2978 Oak Ave,,
ORD_00184,184,330,CUST_0330,4/16/2023,2023-07-14T11:44:00.000Z,PROD_180,57,3,5,465.49,133.35,1028.09,652.85,5.71,13.12,0.00,pending,delivered,bank_transfer,5228 Pine Rd,,TRK288041
ORD_00185,185,485,CUST_0485,7/21/2023,2023-05-23T09:01:00.000Z,PROD_197,168,3,4,329.30,147.27,774.29,647.29,0.00,32.48,0.00,,CANCELLED,cash,9047 Oak Ave,,
ORD_00186,186,106,CUST_0106,,2023-01-01T11:56:00.000Z,PROD_162,11,1,2,59.71,29.73,265.94,390.90,0.00,45.75,0.00,,SHIPPED,credit_card,3005 Pine Rd,,
ORD_00187,187,321,CUST_0321,2023-07-08,2023-09-13T06:47:00.000Z,PROD_116,192,9,4,359.77,95.22,812.33,760.47,19.60,24.97,48.17,delivered,SHIPPED,debit_card,4376 Oak Ave,,
ORD_00188,188,256,CUST_0256,5/22/2023,2023-06-04T12:45:00.000Z,PROD_116,175,5,2,239.58,340.27,800.95,171.21,10.95,26.53,16.73,pending,,credit_card,843 Oak Ave,,TRK233642
ORD_00189,189,177,CUST_0177,10/25/2023,2023-09-24T13:43:00.000Z,PROD_130,187,10,2,430.64,385.79,1002.44,527.12,7.78,48.58,3.60,SHIPPED,SHIPPED,cash,6275 Main St,Special delivery instructions,
ORD_00190,190,430,CUST_0430,9/2/2023,2023-09-21T15:28:00.000Z,PROD_166,104,3,4,84.14,112.78,278.55,711.19,0.00,3.17,40.86,delivered,delivered,debit_card,7885 Main St,,TRK525886
ORD_00191,191,142,CUST_0142,2023-04-01,2023-04-08T15:28:00.000Z,PROD_105,66,8,2,341.42,299.95,248.96,169.68,0.00,19.95,41.23,,SHIPPED,paypal,7548 Pine Rd,Special delivery instructions,TRK437322
ORD_00192,192,416,CUST_0416,7/8/2023,,PROD_104,151,1,2,173.11,350.27,146.73,630.39,15.37,22.42,0.00,SHIPPED,SHIPPED,paypal,7033 Pine Rd,,TRK528005
ORD_00193,193,96,CUST_0096,7/9/2023,2023-05-05T13:58:00.000Z,PROD_192,75,8,4,451.51,191.56,611.96,601.26,17.47,27.01,35.06,SHIPPED,pending,paypal,2476 Oak Ave,,TRK297909
ORD_00194,194,494,CUST_0494,2023-09-06,2023-03-24T00:47:00.000Z,PROD_127,172,10,1,475.40,405.38,166.09,633.89,0.00,44.22,0.34,returned,processing,credit_card,7154 Pine Rd,,
ORD_00195,195,52,CUST_0052,2023-08-20,2023-07-18T06:21:00.000Z,PROD_168,140,3,3,189.64,410.17,651.53,298.14,0.00,12.82,0.00,,delivered,bank_transfer,6973 Pine Rd,,TRK823279
ORD_00196,196,217,CUST_0217,9/6/2023,2023-12-07T17:22:00.000Z,PROD_010,189,5,1,308.37,167.66,646.29,775.15,19.99,38.04,20.78,CANCELLED,processing,credit_card,1284 Main St,,
ORD_00197,197,199,CUST_0199,2023-09-12,2023-12-18T05:51:00.000Z,PROD_094,199,2,5,39.85,297.80,148.89,592.88,22.64,21.89,0.00,processing,processing,debit_card,3177 Pine Rd,,TRK538421
ORD_00198,198,136,CUST_0136,2023-09-04,,PROD_029,64,4,4,433.14,310.40,692.31,267.75,14.84,50.00,0.00,pending,SHIPPED,debit_card,911 Oak Ave,,TRK508388
ORD_00199,199,6,CUST_0006,1/21/2023,2023-10-06T05:15:00.000Z,PROD_009,50,3,5,117.29,96.84,493.46,320.27,23.43,15.13,38.53,SHIPPED,processing,bank_transfer,7620 Main St,,TRK152254
ORD_00200,200,318,CUST_0318,11/7/2023,,PROD_181,196,2,5,172.43,158.63,727.08,591.31,11.12,27.30,0.00,pending,SHIPPED,debit_card,9804 Oak Ave,,TRK173311
ORD_00201,201,34,CUST_0034,11/14/2023,2023-01-26T21:52:00.000Z,PROD_071,153,8,2,411.11,269.59,254.20,801.52,24.27,7.63,0.00,,CANCELLED,credit_card,8374 Oak Ave,,
ORD_00202,202,349,CUST_0349,,2023-05-05T00:11:00.000Z,PROD_107,186,7,2,494.05,128.74,713.06,534.44,15.06,31.79,0.00,delivered,CANCELLED,cash,6586 Oak Ave,,
ORD_00203,203,414,CUST_0414,2023-06-17,2023-09-20T12:09:00.000Z,PROD_061,23,10,3,90.49,15.01,532.04,704.48,16.03,11.64,0.00,CANCELLED,returned,debit_card,9154 Main St,,
ORD_00204,204,134,CUST_0134,10/23/2023,2023-12-11T02:11:00.000Z,PROD_107,126,9,5,67.01,81.17,658.88,674.34,11.99,10.69,0.00,returned,delivered,bank_transfer,78 Oak Ave,,TRK144343
ORD_00205,205,1,CUST_0001,,2023-09-04T21:46:00.000Z,PROD_105,26,8,3,147.97,73.33,865.83,804.23,0.00,45.63,25.29,SHIPPED,pending,credit_card,7596 Pine Rd,,TRK794535
ORD_00206,206,287,CUST_0287,2023-10-10,2023-12-11T21:44:00.000Z,PROD_161,102,10,4,340.61,58.79,78.18,174.06,5.64,19.60,0.00,delivered,SHIPPED,bank_transfer,8306 Oak Ave,,TRK440067
ORD_00207,207,26,CUST_0026,6/19/2023,,PROD_026,45,8,1,298.20,112.89,293.16,707.23,10.73,28.79,0.00,CANCELLED,,bank_transfer,1602 Main St,Special delivery instructions,TRK588683
ORD_00208,208,168,CUST_0168,9/7/2023,2023-10-07T09:54:00.000Z,PROD_181,93,6,2,307.38,104.36,1022.66,693.18,20.71,50.78,0.00,returned,CANCELLED,cash,448 Oak Ave,,TRK663821
ORD_00209,209,194,CUST_0194,12/22/2023,2023-08-25T04:43:00.000Z,PROD_079,169,9,2,471.27,343.80,634.41,705.62,0.00,34.96,0.00,SHIPPED,returned,credit_card,7791 Main St,,
ORD_00210,210,233,CUST_0233,,2023-11-06T23:09:00.000Z,PROD_088,76,4,5,440.67,16.88,833.00,648.93,0.00,42.33,0.00,delivered,returned,credit_card,3685 Pine Rd,Special delivery instructions,TRK644731
ORD_00211,211,225,CUST_0225,,2023-10-14T17:18:00.000Z,PROD_183,68,9,4,124.44,46.89,651.22,204.08,11.45,45.13,0.00,SHIPPED,delivered,cash,2029 Oak Ave,,TRK849586
ORD_00212,212,86,CUST_0086,11/14/2023,2023-06-12T12:55:00.000Z,PROD_161,178,7,5,380.26,152.58,372.25,108.50,0.00,48.94,0.00,processing,processing,debit_card,4757 Pine Rd,,
ORD_00213,213,143,CUST_0143,2023-01-23,2023-06-02T01:02:00.000Z,PROD_130,8,1,1,309.82,281.80,657.22,491.20,6.98,31.42,0.00,CANCELLED,,credit_card,5863 Oak Ave,Special delivery instructions,
ORD_00214,214,241,CUST_0241,7/19/2023,2023-11-16T17:14:00.000Z,PROD_149,180,2,5,238.07,85.94,473.26,491.22,0.00,36.87,0.00,SHIPPED,pending,paypal,9853 Pine Rd,,
ORD_00215,215,436,CUST_0436,2/3/2023,2023-03-05T12:50:00.000Z,PROD_188,200,10,5,312.87,365.19,132.49,125.36,16.77,50.81,0.00,delivered,CANCELLED,credit_card,1560 Main St,,TRK441392
ORD_00216,216,42,CUST_0042,11/20/2023,2023-04-26T16:56:00.000Z,PROD_016,25,9,5,38.26,75.23,394.00,806.08,0.00,51.08,0.00,returned,pending,bank_transfer,4104 Oak Ave,,
ORD_00217,217,413,CUST_0413,6/2/2023,2023-03-11T02:54:00.000Z,PROD_070,46,2,1,249.56,66.51,386.03,565.83,0.00,37.64,0.00,CANCELLED,pending,credit_card,1788 Main St,,TRK861832
ORD_00218,218,456,CUST_0456,2023-08-06,2023-11-16T20:47:00.000Z,PROD_198,118,4,2,378.94,370.76,737.87,556.57,11.79,15.05,21.59,processing,,bank_transfer,3384 Oak Ave,,TRK789047
ORD_00219,219,204,CUST_0204,,,PROD_034,174,4,1,124.59,368.95,597.97,676.62,0.00,51.33,0.00,delivered,returned,cash,4812 Main St,,TRK309783
ORD_00220,220,86,CUST_0086,2023-02-18,2023-07-04T22:45:00.000Z,PROD_032,119,10,4,10.71,252.03,821.01,359.35,6.24,22.93,0.00,delivered,processing,credit_card,1683 Oak Ave,,TRK752843
ORD_00221,221,216,CUST_0216,,2023-11-24T21:18:00.000Z,PROD_179,42,10,2,146.17,248.60,219.14,66.59,7.08,6.79,0.00,processing,SHIPPED,debit_card,1871 Main St,,TRK543887
ORD_00222,222,148,CUST_0148,8/26/2023,2023-11-20T00:16:00.000Z,PROD_012,29,7,1,66.88,164.09,649.34,748.51,13.81,4.84,48.74,pending,SHIPPED,debit_card,8441 Main St,,TRK212581
ORD_00223,223,261,CUST_0261,12/24/2023,2023-09-13T19:32:00.000Z,PROD_063,195,1,3,54.55,281.81,813.12,782.88,21.12,12.92,0.00,CANCELLED,,debit_card,5961 Oak Ave,,TRK961599
ORD_00224,224,242,CUST_0242,,2023-07-10T20:37:00.000Z,PROD_032,37,6,3,466.81,111.23,795.65,228.28,21.58,46.66,6.46,pending,,debit_card,7199 Oak Ave,,
ORD_00225,225,48,CUST_0048,1/16/2023,2023-12-23T02:35:00.000Z,PROD_073,136,8,1,490.24,165.87,781.07,434.89,0.00,15.82,0.00,,pending,credit_card,2516 Pine Rd,,TRK570726
ORD_00226,226,375,CUST_0375,2023-06-05,2023-12-12T18:01:00.000Z,PROD_043,141,3,2,429.51,167.51,367.67,795.70,13.99,13.26,9.35,,returned,paypal,8895 Oak Ave,,TRK722489
ORD_00227,227,1,CUST_0001,2023-03-18,,PROD_140,103,1,3,268.11,28.11,948.84,551.29,23.60,35.64,0.00,SHIPPED,pending,paypal,2450 Pine Rd,,TRK895701
ORD_00228,228,369,CUST_0369,,2023-06-13T06:01:00.000Z,PROD_028,153,8,1,396.86,40.48,972.26,189.69,5.86,43.96,10.31,pending,SHIPPED,debit_card,1019 Oak Ave,,
ORD_00229,229,280,CUST_0280,7/26/2023,,PROD_181,81,4,1,234.14,309.03,129.41,345.87,7.94,24.06,0.00,,CANCELLED,debit_card,5289 Pine Rd,,TRK456662
ORD_00230,230,220,CUST_0220,2023-02-12,2023-03-21T07:11:00.000Z,PROD_008,31,1,1,137.53,397.32,131.29,695.34,13.57,51.67,0.00,delivered,CANCELLED,cash,7533 Main St,,TRK354272
ORD_00231,231,408,CUST_0408,9/14/2023,2023-05-19T04:57:00.000Z,PROD_153,142,3,5,109.64,165.52,821.07,473.03,18.51,42.64,0.00,returned,delivered,credit_card,57 Main St,,TRK318689
ORD_00232,232,263,CUST_0263,6/20/2023,2023-11-12T01:59:00.000Z,PROD_054,29,1,4,33.54,344.18,919.32,362.54,6.77,30.07,0.00,returned,returned,debit_card,8777 Main St,,TRK511344
ORD_00233,233,371,CUST_0371,8/9/2023,2023-09-28T15:41:00.000Z,PROD_118,84,6,3,323.92,97.17,295.83,419.33,0.00,30.76,0.00,SHIPPED,,bank_transfer,2751 Main St,,TRK742459
ORD_00234,234,3,CUST_0003,1/10/2023,,PROD_192,23,1,4,389.78,371.83,510.68,59.98,15.34,13.72,35.27,pending,processing,bank_transfer,3742 Pine Rd,Special delivery instructions,
ORD_00235,235,397,CUST_0397,2/1/2023,2023-12-08T03:31:00.000Z,PROD_160,118,5,1,485.92,370.37,53.67,419.91,17.76,29.04,0.00,SHIPPED,,cash,1322 Pine Rd,,
ORD_00236,236,420,CUST_0420,2023-12-25,2023-10-19T08:24:00.000Z,PROD_150,160,9,5,74.95,330.59,206.96,592.39,0.00,47.23,0.00,processing,pending,paypal,1372 Main St,,TRK556928
ORD_00237,237,455,CUST_0455,2023-03-15,2023-08-04T19:49:00.000Z,PROD_018,137,1,2,233.92,305.11,785.95,801.30,0.00,19.59,0.00,processing,pending,debit_card,7951 Pine Rd,,TRK765352
ORD_00238,238,10,CUST_0010,2023-06-23,2023-07-04T13:59:00.000Z,PROD_154,13,10,4,91.61,21.97,87.38,116.86,7.40,24.52,0.00,pending,pending,paypal,2198 Main St,Special delivery instructions,TRK204551
ORD_00239,239,367,CUST_0367,2023-10-25,2023-11-07T17:53:00.000Z,PROD_067,94,3,3,221.37,376.52,194.63,250.06,23.20,20.41,0.00,delivered,returned,debit_card,2301 Pine Rd,,
ORD_00240,240,442,CUST_0442,4/2/2023,2023-09-17T02:30:00.000Z,PROD_083,71,7,1,300.72,37.89,384.94,475.09,7.61,27.66,0.00,delivered,processing,cash,2863 Main St,,TRK393139
ORD_00241,241,434,CUST_0434,2023-03-18,,PROD_186,103,4,2,355.02,334.56,172.29,129.03,24.39,31.51,0.00,processing,pending,paypal,5018 Pine Rd,,
ORD_00242,242,107,CUST_0107,2023-04-02,2023-02-26T14:01:00.000Z,PROD_180,51,10,1,463.44,167.67,501.40,111.94,0.00,5.69,0.00,CANCELLED,processing,debit_card,427 Pine Rd,,TRK198949
ORD_00243,243,298,CUST_0298,2023-11-18,2023-12-21T06:24:00.000Z,PROD_069,198,8,3,241.58,258.27,309.91,484.30,0.00,12.19,0.00,,pending,bank_transfer,1417 Main St,,TRK954668
ORD_00244,244,471,CUST_0471,12/20/2023,2023-05-18T02:05:00.000Z,PROD_088,27,7,4,187.27,228.29,102.76,680.64,24.12,35.62,0.00,returned,SHIPPED,paypal,9990 Main St,Special delivery instructions,TRK251675
ORD_00245,245,183,CUST_0183,1/25/2023,2023-06-05T23:35:00.000Z,PROD_144,190,9,5,55.68,209.16,1015.36,270.18,9.63,30.93,24.83,returned,SHIPPED,cash,8148 Pine Rd,Special delivery instructions,
ORD_00246,246,381,CUST_0381,2023-09-01,2023-01-02T19:01:00.000Z,PROD_190,128,10,2,286.90,217.54,134.02,349.94,17.28,40.36,0.00,SHIPPED,SHIPPED,paypal,8305 Pine Rd,,TRK957511
ORD_00247,247,95,CUST_0095,2023-02-18,2023-05-08T05:12:00.000Z,PROD_055,179,6,3,188.87,207.14,970.76,416.11,0.00,22.01,31.53,,SHIPPED,paypal,7323 Oak Ave,Special delivery instructions,
ORD_00248,248,353,CUST_0353,8/19/2023,2023-08-31T21:40:00.000Z,PROD_126,123,1,3,423.21,371.89,440.29,88.17,21.73,44.28,0.00,returned,delivered,cash,7920 Oak Ave,,TRK322550
ORD_00249,249,2,CUST_0002,11/21/2023,2023-10-17T07:38:00.000Z,PROD_131,153,9,4,390.71,319.03,1000.83,484.08,0.00,6.76,0.00,SHIPPED,,paypal,3598 Main St,,TRK742339
ORD_00250,250,192,CUST_0192,2/24/2023,2023-06-10T19:43:00.000Z,PROD_118,51,4,1,222.15,210.69,989.01,537.17,7.56,21.36,0.00,delivered,processing,debit_card,8964 Pine Rd,,
ORD_00251,251,409,CUST_0409,5/26/2023,2023-03-19T13:23:00.000Z,PROD_111,127,6,4,372.01,175.79,1040.55,342.01,22.78,47.22,0.00,,,credit_card,3230 Pine Rd,,TRK952846
ORD_00252,252,241,CUST_0241,,2023-10-19T00:36:00.000Z,PROD_113,187,3,5,185.16,313.63,298.07,43.99,0.00,24.90,0.00,pending,CANCELLED,bank_transfer,2928 Pine Rd,,
ORD_00253,253,249,CUST_0249,6/4/2023,2023-04-07T10:10:00.000Z,PROD_030,161,3,4,121.69,176.39,639.84,612.05,14.67,21.32,1.53,pending,pending,debit_card,2705 Oak Ave,,
ORD_00254,254,483,CUST_0483,8/5/2023,2023-04-25T15:37:00.000Z,PROD_183,99,4,2,12.28,109.14,943.67,427.82,24.95,38.26,2.64,,processing,bank_transfer,8172 Pine Rd,,TRK720077
ORD_00255,255,85,CUST_0085,3/18/2023,2023-11-14T21:31:00.000Z,PROD_135,41,10,1,124.54,224.18,230.87,420.55,19.92,2.38,0.00,processing,returned,debit_card,8895 Main St,,TRK551781
ORD_00256,256,30,CUST_0030,8/25/2023,,PROD_021,161,3,1,343.22,69.62,291.37,48.81,17.53,47.05,0.00,SHIPPED,delivered,credit_card,7231 Main St,,TRK322245
ORD_00257,257,265,CUST_0265,2023-11-20,2023-07-20T16:05:00.000Z,PROD_061,127,7,3,99.15,84.28,148.39,565.71,6.25,27.48,23.54,SHIPPED,processing,bank_transfer,5596 Oak Ave,,TRK697515
ORD_00258,258,49,CUST_0049,2023-03-19,2023-09-25T01:39:00.000Z,PROD_009,157,1,3,86.64,379.79,711.29,567.02,14.40,22.45,0.00,CANCELLED,processing,debit_card,6149 Oak Ave,,TRK520445
ORD_00259,259,330,CUST_0330,2023-11-10,2023-06-15T16:27:00.000Z,PROD_020,59,1,5,470.02,229.83,791.20,117.19,22.35,5.06,0.00,returned,,paypal,3551 Main St,,
ORD_00260,260,135,CUST_0135,2023-10-16,2023-02-09T10:07:00.000Z,PROD_146,157,10,5,489.25,328.19,543.26,770.90,15.06,50.50,0.00,,processing,bank_transfer,6342 Main St,,
