customer_id,full_name,email,phone,address,city,state,zip_code,total_orders,total_spent,loyalty_points,preferred_payment,age,birth_date,gender,segment,registered_on,final_status
200,EVE WHITE,customer200@example.com,,7451 Second Ave,la,PA,36280.0,1,3516.99,351,paypal,66.0,,female,regular,2021-12-12,unknown
202,John Smith,customer202@example.com,555-8195,4350 Oak Ave,Houston,PA,15190.0,21,213.52,692,cash,,1992-12-19,,premium,2023-10-16,suspended
203,alice.johnson@email.com,customer203@example.com,555-7919,6657 Main St,Los Angeles,NY,71918.0,19,4133.31,747,cash,,,,regular,2023-01-24,inactive
204,frank-miller,user204@domain.com,,696 First St,NYC,PA,38173.0,1,1512.47,555,cash,42.0,,,regular,NaT,suspended
205,John Smith,customer205@example.com,,6135 First St,Chicago,AZ,48926.0,12,3222.59,902,cash,76.0,1960-04-27,,vip,2020-02-18,inactive
206,jane_doe,customer206@example.com,555-5143,6379 Main St,New York,CA,73312.0,42,1127.24,352,cash,51.0,,,vip,2021-12-13,inactive
207,diana.prince,user207@domain.com,555-9377,4915 Oak Ave,la,IL,36658.0,31,2656.15,925,credit_card,,,m,new,2020-12-23,unknown
208,diana.prince,customer208@example.com,(555) 103-7224,3350 Oak Ave,Los Angeles,New York,15784.0,41,2902.83,235,debit_card,75.0,,female,premium,2021-01-11,inactive
209,diana.prince,customer209@example.com,555-1978,1067 Pine Rd,la,AZ,14860.0,44,3988.37,71,cash,73.0,,,regular,NaT,inactive
210,John Smith,customer210@example.com,(555) 508-4412,9175 Oak Ave,Houston,NY,nan,9,4404.59,333,credit_card,73.0,,,vip,2020-04-23,inactive
211,alice.johnson@email.com,customer211@example.com,,4678 Oak Ave,Chicago,PA,79978.0,11,525.18,114,paypal,73.0,1979-06-27,,premium,2020-05-04,active
212,EVE WHITE,customer212@example.com,555-5063,6330 Main St,NYC,AZ,59677.0,9,1295.65,109,cash,,,male,new,NaT,active
213,Grace Lee,customer213@example.com,(555) 962-9534,3076 Oak Ave,chicago,New York,38577.0,14,4271.1,371,credit_card,,,,regular,NaT,unknown
214,EVE WHITE,customer214@example.com,(555) 565-9381,2275 Pine Rd,Los Angeles,CA,71885.0,37,2910.6,651,cash,,1997-08-09,,regular,2023-05-03,suspended
215,Grace Lee,user215@domain.com,(555) 352-2051,1361 Pine Rd,philadelphia,NY,97208.0,29,3102.46,492,credit_card,41.0,,other,regular,2021-04-30,inactive
216,Bob Wilson,customer216@example.com,555-8955,1946 First St,New York,New York,93263.0,49,3682.15,972,cash,,,m,new,2021-02-22,inactive
217,Grace Lee,customer217@example.com,(555) 529-9873,6899 Second Ave,NYC,TX,43885.0,47,4963.56,317,debit_card,,1969-12-18,,general,2021-11-02,suspended
218,henry.davis123,customer218@example.com,,7664 Main St,New York,IL,79130.0,23,4783.8,745,credit_card,,1997-06-23,other,new,2021-04-25,suspended
219,John Smith,customer219@example.com,555-1769,8874 Second Ave,new_york,IL,74433.0,49,702.63,479,debit_card,62.0,1991-06-03,f,vip,2021-05-13,suspended
220,jane_doe,customer220@example.com,555-5105,5149 Oak Ave,new_york,CA,54484.0,34,4760.95,369,paypal,52.0,,,vip,2020-02-26,inactive
221,alice.johnson@email.com,customer221@example.com,555-1673,9206 Oak Ave,Chicago,NY,28084.0,43,755.75,445,credit_card,21.0,,,vip,2022-11-18,pending
222,alice.johnson@email.com,customer222@example.com,(555) 615-8931,4811 First St,la,TX,nan,45,3102.62,480,debit_card,,1979-04-16,female,premium,2022-12-22,unknown
223,diana.prince,customer223@example.com,(555) 752-8463,5494 First St,new_york,New York,nan,5,3287.71,888,credit_card,60.0,1999-07-15,other,vip,2022-08-19,inactive
224,EVE WHITE,customer224@example.com,,2676 Oak Ave,new_york,NY,80722.0,3,3467.48,399,cash,22.0,,,new,2020-03-21,suspended
225,jane_doe,customer225@example.com,,2447 Oak Ave,New York,AZ,46198.0,45,2526.91,217,credit_card,45.0,,,vip,NaT,unknown
226,jane_doe,customer226@example.com,,5360 First St,Chicago,NY,nan,44,3197.64,159,credit_card,51.0,,,vip,2021-02-28,pending
227,Bob Wilson,customer227@example.com,,6954 Second Ave,new_york,TX,86039.0,30,3882.54,12,cash,,1983-01-08,male,general,2020-02-18,suspended
228,frank-miller,user228@domain.com,,203 First St,NYC,PA,13881.0,13,3771.93,220,paypal,57.0,1974-06-14,m,regular,2020-06-21,active
229,alice.johnson@email.com,customer229@example.com,,1355 Pine Rd,new_york,California,63923.0,1,3531.07,145,paypal,55.0,,other,general,2020-12-07,active
230,frank-miller,customer230@example.com,(555) 209-7633,9893 Oak Ave,Chicago,California,14907.0,47,2792.89,398,debit_card,63.0,,,general,NaT,active
231,frank-miller,customer231@example.com,555-7872,4806 Second Ave,Los Angeles,IL,59633.0,16,2523.41,500,debit_card,44.0,,,general,2022-09-22,active
232,henry.davis123,customer232@example.com,,3835 Oak Ave,Los Angeles,New York,65396.0,29,2653.89,141,debit_card,55.0,1978-02-23,,general,NaT,active
233,Charlie Brown,customer233@example.com,555-4183,4117 First St,Houston,TX,40417.0,19,1538.32,309,cash,73.0,1960-07-08,f,regular,2021-01-21,suspended
234,Bob Wilson,customer234@example.com,(555) 734-8255,312 First St,Phoenix,PA,21543.0,40,1446.05,953,credit_card,50.0,,,regular,NaT,active
235,Charlie Brown,customer235@example.com,555-7309,9536 Second Ave,Houston,TX,93090.0,10,2214.45,219,cash,,,other,vip,NaT,unknown
236,Bob Wilson,customer236@example.com,(555) 789-9126,48 Oak Ave,NYC,TX,nan,44,1068.59,787,paypal,52.0,1968-01-09,other,premium,2023-06-09,unknown
237,Bob Wilson,customer237@example.com,555-8216,4300 Second Ave,Houston,New York,50658.0,19,1760.65,200,cash,,,female,new,2023-05-05,active
238,alice.johnson@email.com,customer238@example.com,,2854 Oak Ave,la,CA,81902.0,0,3243.9,696,cash,,,other,new,2023-11-15,inactive
239,diana.prince,customer239@example.com,(555) 987-1168,9898 Main St,Chicago,IL,16716.0,4,3377.42,806,credit_card,48.0,1980-10-14,,new,2023-10-03,active
240,Bob Wilson,customer240@example.com,555-7601,8988 Main St,chicago,California,nan,24,1449.44,358,cash,63.0,1988-12-12,m,general,2023-09-20,inactive
241,diana.prince,customer241@example.com,555-1972,2957 Oak Ave,Los Angeles,New York,nan,15,4097.46,680,debit_card,51.0,1983-07-28,other,new,2023-03-04,pending
242,Grace Lee,customer242@example.com,,405 First St,chicago,AZ,61357.0,42,4529.57,637,cash,,1984-02-02,female,premium,2022-06-05,active
243,alice.johnson@email.com,customer243@example.com,,8698 Main St,Los Angeles,New York,nan,45,1634.43,668,cash,,1989-10-12,f,general,2023-08-20,inactive
244,John Smith,customer244@example.com,(555) 427-8926,8121 Pine Rd,new_york,CA,87697.0,17,1294.5,21,cash,60.0,,other,general,2023-05-02,inactive
245,Bob Wilson,customer245@example.com,555-8034,2024 First St,Chicago,NY,81659.0,36,4986.61,865,cash,58.0,,m,premium,2022-06-09,inactive
248,henry.davis123,customer248@example.com,(555) 450-1413,8282 Second Ave,chicago,PA,nan,1,367.01,722,cash,47.0,1989-08-10,f,premium,2023-07-01,suspended
249,henry.davis123,customer249@example.com,(555) 728-6322,9772 Pine Rd,Phoenix,TX,19142.0,49,4641.6,845,cash,25.0,,male,premium,NaT,active
250,henry.davis123,customer250@example.com,,9385 Oak Ave,Chicago,TX,41804.0,27,4321.8,869,debit_card,75.0,,,general,2022-01-08,unknown
251,jane_doe,customer251@example.com,,3622 Main St,NYC,California,nan,3,3637.26,720,debit_card,67.0,1965-12-09,,vip,2021-04-17,unknown
252,henry.davis123,customer252@example.com,,411 Pine Rd,Houston,NY,nan,2,2298.64,173,debit_card,36.0,,,regular,2020-04-24,active
253,Charlie Brown,customer253@example.com,(555) 501-5546,1835 Main St,chicago,IL,nan,20,2698.27,576,debit_card,,1997-06-10,,general,2023-02-01,active
255,jane_doe,customer255@example.com,,8266 Second Ave,philadelphia,PA,64785.0,22,3058.5,327,cash,27.0,,,new,2021-01-26,pending
256,John Smith,user256@domain.com,(555) 464-8086,2117 Pine Rd,Los Angeles,TX,nan,2,3119.3,956,credit_card,,,female,premium,2020-09-13,active
257,Charlie Brown,customer257@example.com,555-3924,8289 First St,Chicago,TX,80466.0,35,265.52,288,cash,,1986-12-26,m,new,2023-04-19,unknown
258,John Smith,customer258@example.com,555-9835,4278 Second Ave,New York,IL,nan,16,3224.15,991,paypal,37.0,,female,regular,2022-03-17,inactive
259,Bob Wilson,customer259@example.com,,1171 Second Ave,new_york,CA,76408.0,29,1754.24,302,cash,42.0,,f,new,NaT,unknown
260,Grace Lee,customer260@example.com,(555) 193-1846,2895 Pine Rd,Houston,IL,96130.0,48,2207.52,96,credit_card,35.0,,female,general,NaT,active
261,John Smith,customer261@example.com,,4109 Main St,NYC,CA,71169.0,25,2375.69,267,debit_card,41.0,,,new,2023-03-05,active
262,Grace Lee,customer262@example.com,(555) 205-4175,7748 Second Ave,philadelphia,California,nan,10,285.67,582,credit_card,48.0,,,general,2023-02-22,active
263,henry.davis123,customer263@example.com,,3564 Main St,new_york,AZ,nan,8,4972.59,931,cash,71.0,,,vip,2020-02-18,inactive
264,henry.davis123,customer264@example.com,(555) 902-8342,7131 Second Ave,philadelphia,California,88820.0,26,1236.92,371,debit_card,54.0,,male,new,2020-10-01,unknown
265,henry.davis123,user265@domain.com,555-8077,9613 Main St,Chicago,IL,40285.0,40,1990.62,169,cash,,,,regular,2020-07-25,active
266,diana.prince,customer266@example.com,,5227 Pine Rd,new_york,TX,nan,44,1853.79,803,paypal,37.0,,female,new,NaT,pending
267,henry.davis123,customer267@example.com,(555) 509-3496,2335 Main St,Houston,PA,73786.0,49,3677.83,912,cash,,,,vip,NaT,active
268,EVE WHITE,customer268@example.com,555-1194,9088 First St,Los Angeles,California,nan,40,423.31,475,paypal,,,f,regular,2022-04-22,active
269,diana.prince,customer269@example.com,,5346 First St,la,NY,nan,0,1797.86,483,paypal,,1981-08-17,male,regular,2023-05-15,unknown
270,Charlie Brown,customer270@example.com,,7696 Oak Ave,chicago,AZ,41783.0,34,4462.03,232,credit_card,35.0,1987-05-15,female,general,2022-04-04,unknown
271,diana.prince,customer271@example.com,(555) 179-6800,964 Oak Ave,la,CA,63651.0,35,333.5,438,cash,73.0,,m,new,2021-06-24,suspended
272,henry.davis123,customer272@example.com,555-4016,1562 Oak Ave,New York,IL,16781.0,32,1767.88,686,cash,60.0,,female,regular,2021-07-19,unknown
273,Grace Lee,customer273@example.com,(555) 650-4519,3893 Oak Ave,Houston,PA,nan,36,3147.62,977,cash,,1972-08-19,male,premium,2023-07-19,pending
274,Charlie Brown,user274@domain.com,555-8591,443 Oak Ave,Houston,CA,80471.0,18,650.59,209,credit_card,,,m,general,2020-11-30,unknown
275,jane_doe,customer275@example.com,555-8916,2316 Pine Rd,Los Angeles,TX,56258.0,44,3322.76,204,cash,70.0,,,general,2022-12-14,active
276,Bob Wilson,customer276@example.com,555-1593,3050 Oak Ave,Los Angeles,NY,71770.0,40,4443.3,26,credit_card,44.0,,male,vip,2021-11-03,active
277,Bob Wilson,user277@domain.com,555-2172,5332 Second Ave,Phoenix,CA,95199.0,36,64.37,53,cash,44.0,,m,premium,2020-04-03,unknown
278,frank-miller,customer278@example.com,,9842 Pine Rd,Houston,IL,nan,4,2307.95,31,paypal,,,other,new,2023-05-15,inactive
279,alice.johnson@email.com,customer279@example.com,(555) 982-2755,8536 Main St,chicago,NY,60499.0,19,581.85,326,paypal,75.0,1961-07-22,female,regular,2022-06-22,active
280,John Smith,customer280@example.com,555-8364,1482 Second Ave,new_york,CA,36160.0,44,1781.03,832,paypal,23.0,,,premium,2020-10-21,active
281,Charlie Brown,customer281@example.com,,8910 Main St,new_york,CA,15739.0,42,2687.31,978,cash,41.0,1996-12-07,female,general,2021-03-06,unknown
282,alice.johnson@email.com,customer282@example.com,(555) 498-6154,627 First St,Houston,AZ,65114.0,23,3890.24,324,credit_card,,,,vip,2021-04-02,active
283,alice.johnson@email.com,customer283@example.com,555-9583,7136 Second Ave,Los Angeles,TX,48787.0,22,3321.45,522,debit_card,,,female,regular,2023-10-21,active
284,Grace Lee,customer284@example.com,555-7975,6449 Pine Rd,Chicago,IL,nan,44,4069.35,636,cash,,,m,vip,2022-06-08,inactive
285,henry.davis123,customer285@example.com,,3567 Second Ave,Los Angeles,CA,45231.0,1,360.29,894,cash,54.0,1982-06-26,,vip,2020-06-03,unknown
286,alice.johnson@email.com,customer286@example.com,(555) 417-5112,3034 Pine Rd,la,PA,69933.0,23,4331.19,137,cash,55.0,,,vip,NaT,inactive
287,jane_doe,customer287@example.com,555-4162,3122 Pine Rd,Houston,CA,nan,2,4715.29,610,paypal,35.0,,,vip,NaT,active
288,Bob Wilson,customer288@example.com,(555) 911-6322,6524 Second Ave,NYC,TX,99502.0,20,4881.3,483,cash,,,m,premium,2021-09-07,active
289,EVE WHITE,customer289@example.com,,8706 Oak Ave,new_york,California,nan,34,2575.03,506,credit_card,,,,new,2020-01-07,pending
290,henry.davis123,customer290@example.com,,9927 Pine Rd,Houston,AZ,93497.0,5,4787.14,349,debit_card,49.0,,,vip,2023-05-20,pending
291,John Smith,customer291@example.com,555-4108,165 Oak Ave,Houston,New York,66603.0,24,1846.43,345,paypal,,,,premium,2021-03-28,pending
292,frank-miller,customer292@example.com,555-6996,8875 Pine Rd,Phoenix,California,56507.0,15,3329.2,942,cash,,1977-06-12,other,general,2023-04-20,pending
293,Bob Wilson,user293@domain.com,,9468 Second Ave,NYC,PA,32423.0,8,2922.95,537,debit_card,70.0,1981-04-25,f,vip,2023-07-19,active
294,John Smith,customer294@example.com,555-6709,6164 Pine Rd,Phoenix,NY,57572.0,49,2887.1,71,cash,65.0,,f,regular,NaT,active
295,Charlie Brown,customer295@example.com,(555) 224-1683,4211 Main St,Los Angeles,PA,nan,44,2024.58,798,paypal,37.0,1995-08-17,female,vip,2023-03-09,inactive
296,EVE WHITE,customer296@example.com,555-6499,6156 Second Ave,Phoenix,AZ,48306.0,32,233.7,633,paypal,,,male,vip,2023-01-08,unknown
297,frank-miller,customer297@example.com,555-4692,3281 First St,New York,California,59150.0,38,1025.3,633,cash,,,m,premium,2022-12-11,active
298,alice.johnson@email.com,customer298@example.com,,8575 Pine Rd,NYC,NY,89349.0,47,4493.23,116,credit_card,61.0,1977-10-20,,regular,2023-09-10,inactive
299,EVE WHITE,customer299@example.com,555-6084,5328 Oak Ave,Houston,New York,nan,15,640.53,38,paypal,,,other,regular,2021-06-30,active
300,Bob Wilson,customer300@example.com,,997 Main St,la,CA,16017.0,45,3399.32,604,paypal,,1974-04-18,other,regular,2020-06-18,pending
302,EVE WHITE,customer302@example.com,555-8047,5612 Oak Ave,Houston,PA,nan,26,4329.98,553,cash,69.0,1991-12-26,,new,2023-09-20,inactive
303,henry.davis123,customer303@example.com,555-2088,3139 Oak Ave,New York,California,38664.0,6,1210.23,39,paypal,20.0,1976-01-28,other,general,2023-11-10,inactive
304,frank-miller,user304@domain.com,555-5217,9028 Pine Rd,chicago,TX,11311.0,47,4160.36,210,paypal,,1991-07-27,female,vip,2022-03-21,active
305,Bob Wilson,customer305@example.com,(555) 915-3329,5674 First St,Houston,CA,18934.0,17,2091.65,18,cash,58.0,,m,vip,2021-12-03,suspended
306,EVE WHITE,customer306@example.com,(555) 545-2518,3287 Main St,New York,IL,nan,27,2272.36,477,debit_card,,1964-12-12,other,regular,2022-03-01,pending
307,EVE WHITE,customer307@example.com,555-9312,9100 Second Ave,Houston,NY,nan,34,72.86,578,paypal,58.0,1994-07-12,,vip,2020-11-07,active
308,jane_doe,customer308@example.com,(555) 474-4344,130 Pine Rd,chicago,NY,24275.0,23,3586.1,948,credit_card,37.0,,f,general,2022-02-19,active
309,Charlie Brown,customer309@example.com,555-8402,5884 First St,Phoenix,NY,12637.0,26,2003.69,506,cash,59.0,1979-08-18,other,regular,NaT,suspended
310,alice.johnson@email.com,user310@domain.com,,1832 First St,Los Angeles,NY,nan,42,832.17,320,cash,52.0,,f,vip,2021-02-27,active
311,henry.davis123,user311@domain.com,555-4090,4580 Main St,Chicago,IL,nan,33,1047.13,316,cash,65.0,,m,regular,2021-06-14,suspended
312,alice.johnson@email.com,customer312@example.com,,9836 Main St,Phoenix,AZ,nan,19,1540.68,526,cash,,1972-05-19,female,premium,2020-10-02,unknown
313,henry.davis123,customer313@example.com,(555) 156-7014,873 Second Ave,new_york,NY,nan,21,2516.3,439,debit_card,,,f,general,2020-03-03,pending
314,diana.prince,customer314@example.com,(555) 612-4671,9806 Oak Ave,Los Angeles,TX,nan,9,4072.6,277,credit_card,,,m,vip,2022-05-28,active
315,jane_doe,customer315@example.com,,1856 Main St,philadelphia,PA,nan,37,2501.94,775,cash,,1961-01-20,,regular,2020-03-23,inactive
316,alice.johnson@email.com,customer316@example.com,,7424 Main St,Los Angeles,NY,11646.0,15,4932.87,269,cash,77.0,,female,general,2022-07-01,active
317,diana.prince,customer317@example.com,555-6529,6923 Second Ave,chicago,California,nan,31,4280.57,369,debit_card,,,other,general,2022-12-18,active
318,Bob Wilson,customer318@example.com,,7878 Pine Rd,chicago,AZ,57316.0,20,3804.85,59,debit_card,,,other,regular,2022-11-11,active
319,EVE WHITE,customer319@example.com,,8620 Main St,chicago,AZ,77364.0,21,3551.07,585,cash,61.0,,,new,NaT,pending
320,Grace Lee,customer320@example.com,(555) 163-1633,6662 Oak Ave,Houston,IL,60356.0,32,4397.5,368,paypal,34.0,1981-12-02,f,general,2021-08-26,active
321,Grace Lee,user321@domain.com,,6412 First St,Los Angeles,California,10397.0,30,215.75,729,paypal,,,f,new,2020-03-25,inactive
322,frank-miller,user322@domain.com,,9189 Main St,new_york,California,69817.0,21,2562.42,203,cash,52.0,1969-09-18,male,new,2020-02-03,suspended
323,jane_doe,customer323@example.com,,3459 First St,la,PA,75914.0,43,2659.5,812,debit_card,,,m,general,2023-11-18,unknown
324,Charlie Brown,customer324@example.com,(555) 702-6696,1224 Pine Rd,Chicago,California,83412.0,27,3793.87,427,cash,47.0,1971-05-13,female,general,2022-12-21,pending
325,diana.prince,customer325@example.com,,3003 Oak Ave,chicago,TX,62307.0,4,4535.31,27,cash,26.0,,,premium,2021-03-02,active
327,Grace Lee,customer327@example.com,(555) 268-9930,5475 Main St,new_york,PA,nan,34,2127.13,813,cash,,,female,regular,2022-06-22,pending
328,Charlie Brown,user328@domain.com,,806 Main St,Houston,New York,90233.0,34,1416.34,331,credit_card,19.0,,other,general,2020-07-03,unknown
329,John Smith,customer329@example.com,,9992 Main St,chicago,AZ,28891.0,48,2121.54,92,paypal,67.0,,,general,2022-06-03,pending
330,Bob Wilson,customer330@example.com,555-4270,3469 Pine Rd,New York,AZ,nan,21,10.56,875,cash,68.0,1988-01-15,female,regular,2022-03-06,active
331,alice.johnson@email.com,customer331@example.com,,711 Main St,Chicago,TX,35302.0,19,4516.42,756,cash,73.0,1989-09-06,f,vip,2022-02-05,unknown
332,Charlie Brown,customer332@example.com,555-1195,7481 Second Ave,new_york,TX,85689.0,35,4585.17,252,paypal,70.0,1965-02-20,,premium,2020-11-19,unknown
333,Bob Wilson,user333@domain.com,(555) 363-9282,2817 Main St,Chicago,PA,52161.0,32,94.84,428,cash,27.0,1993-02-18,female,vip,2022-10-08,pending
334,alice.johnson@email.com,customer334@example.com,(555) 473-7534,2251 Second Ave,New York,PA,76132.0,31,612.33,428,cash,28.0,1972-06-07,m,vip,2021-05-14,pending
335,alice.johnson@email.com,customer335@example.com,555-1807,4526 Pine Rd,Houston,AZ,27856.0,1,4433.64,329,paypal,76.0,1974-01-24,,new,2023-03-11,active
336,Grace Lee,customer336@example.com,(555) 618-6313,8983 Oak Ave,Los Angeles,CA,38245.0,28,3082.94,737,cash,,1997-09-21,,premium,2023-12-03,inactive
337,jane_doe,customer337@example.com,(555) 409-5074,6551 Second Ave,Houston,New York,58441.0,11,2204.31,144,cash,47.0,,other,vip,2023-03-17,inactive
338,Grace Lee,customer338@example.com,,7467 First St,Chicago,CA,32093.0,37,3295.38,268,paypal,20.0,,,regular,2021-07-26,active
339,henry.davis123,customer339@example.com,(555) 859-2778,7494 Oak Ave,Houston,PA,47200.0,43,610.97,411,cash,,1999-06-12,f,new,2021-12-12,pending
340,Charlie Brown,customer340@example.com,(555) 123-7528,512 Pine Rd,Phoenix,PA,15562.0,25,2227.37,485,cash,,,male,vip,2021-09-14,pending
341,jane_doe,customer341@example.com,555-5264,4947 First St,Chicago,New York,95155.0,9,50.13,338,paypal,,1986-10-02,m,vip,2022-09-05,unknown
342,henry.davis123,customer342@example.com,555-6198,6610 Oak Ave,philadelphia,New York,nan,42,2923.61,394,credit_card,48.0,1979-09-02,male,new,2020-03-03,unknown
343,Charlie Brown,user343@domain.com,555-3282,4493 First St,Phoenix,TX,nan,20,3041.03,723,credit_card,,1988-07-22,,general,2020-02-03,active
344,Charlie Brown,customer344@example.com,,5387 Main St,NYC,PA,nan,25,882.89,945,cash,77.0,,male,premium,2022-06-20,active
345,jane_doe,customer345@example.com,(555) 105-2043,8152 Second Ave,Chicago,California,93239.0,19,3584.57,297,credit_card,42.0,,female,general,2022-10-24,active
346,John Smith,customer346@example.com,555-2005,2077 Oak Ave,Los Angeles,TX,nan,42,1975.88,939,debit_card,,,female,regular,2022-08-26,active
347,henry.davis123,user347@domain.com,555-8190,6263 Pine Rd,NYC,NY,26349.0,9,562.97,58,cash,,1981-10-24,other,vip,2023-07-16,active
348,EVE WHITE,customer348@example.com,(555) 715-4137,4871 Second Ave,Phoenix,AZ,45185.0,44,699.93,458,paypal,58.0,,male,new,2022-04-01,suspended
350,EVE WHITE,customer350@example.com,555-1622,5302 Oak Ave,Houston,PA,73566.0,37,585.52,355,cash,75.0,1982-06-15,male,vip,2020-02-08,active
351,Bob Wilson,user351@domain.com,555-6513,3973 Oak Ave,la,NY,69600.0,5,804.15,226,cash,,,female,vip,2020-03-18,pending
352,diana.prince,customer352@example.com,(555) 958-2264,4798 Main St,NYC,PA,33311.0,42,2556.68,878,cash,,1985-05-04,f,general,2020-07-20,pending
353,alice.johnson@email.com,customer353@example.com,(555) 831-7489,4087 Pine Rd,la,TX,33030.0,9,3249.68,661,debit_card,56.0,,female,vip,2022-11-12,inactive
354,EVE WHITE,customer354@example.com,555-3317,3906 Oak Ave,New York,California,nan,29,905.52,220,debit_card,,1972-07-24,other,regular,2020-12-04,
355,henry.davis123,customer355@example.com,555-9646,8970 Second Ave,NYC,California,22977.0,32,2145.79,141,debit_card,20.0,,,new,2022-01-02,suspended
356,Grace Lee,customer356@example.com,555-1679,3150 Second Ave,New York,IL,49928.0,43,2762.86,106,paypal,43.0,1967-08-07,other,new,2022-02-03,inactive
358,diana.prince,customer358@example.com,,844 Main St,NYC,California,99094.0,31,4596.19,911,credit_card,54.0,,m,new,2021-11-15,suspended
359,Grace Lee,customer359@example.com,(555) 932-7751,3367 Main St,Los Angeles,IL,67185.0,40,2650.08,34,debit_card,30.0,,male,new,2020-07-08,suspended
360,Charlie Brown,customer360@example.com,(555) 560-8561,1601 First St,NYC,California,73648.0,12,4645.96,181,cash,70.0,,m,regular,2023-04-09,inactive
361,Charlie Brown,customer361@example.com,(555) 358-5538,4593 Oak Ave,Los Angeles,PA,27592.0,21,858.61,484,cash,45.0,,f,regular,2021-10-01,inactive
362,jane_doe,customer362@example.com,555-8152,4151 Pine Rd,chicago,IL,71600.0,12,2328.66,8,debit_card,44.0,,female,regular,2020-09-20,inactive
363,Charlie Brown,customer363@example.com,,5322 Oak Ave,Phoenix,CA,59976.0,34,2492.98,511,cash,,,,premium,2023-05-22,inactive
364,henry.davis123,customer364@example.com,(555) 707-6344,6078 Second Ave,New York,NY,45700.0,45,4904.68,870,cash,33.0,,male,new,2020-01-26,inactive
365,EVE WHITE,customer365@example.com,(555) 929-5596,1246 Oak Ave,Los Angeles,PA,99715.0,36,210.43,457,debit_card,,1992-12-09,m,new,2020-03-17,pending
366,Bob Wilson,customer366@example.com,,1211 First St,Chicago,PA,nan,30,4017.31,567,credit_card,73.0,,f,new,NaT,active
367,alice.johnson@email.com,customer367@example.com,555-8892,5055 Second Ave,chicago,California,84881.0,39,596.63,459,cash,45.0,1985-10-05,,new,2021-10-03,pending
368,Bob Wilson,customer368@example.com,555-2413,6506 Main St,chicago,IL,97277.0,39,2547.87,879,debit_card,72.0,,other,premium,2023-04-06,active
369,jane_doe,user369@domain.com,(555) 285-6549,1312 First St,chicago,TX,34728.0,14,2122.55,560,cash,25.0,,f,regular,2021-04-07,suspended
370,frank-miller,user370@domain.com,(555) 425-2055,7429 Oak Ave,philadelphia,TX,40271.0,49,2737.81,97,credit_card,,,other,general,NaT,inactive
371,Bob Wilson,customer371@example.com,555-5648,3905 Oak Ave,chicago,IL,nan,8,3238.11,192,cash,,,f,regular,2021-11-12,pending
372,Charlie Brown,customer372@example.com,555-6832,3139 First St,Houston,PA,58749.0,5,3678.83,238,cash,,1988-10-13,,premium,NaT,unknown
373,alice.johnson@email.com,customer373@example.com,555-9819,695 Main St,philadelphia,PA,89615.0,1,3542.52,124,cash,,,f,vip,2022-04-12,inactive
374,henry.davis123,customer374@example.com,555-1238,4934 Main St,New York,California,25683.0,26,3021.75,849,cash,54.0,1976-03-02,female,vip,2020-10-17,inactive
375,alice.johnson@email.com,customer375@example.com,(555) 445-4965,4313 Second Ave,chicago,PA,14082.0,29,4199.57,650,paypal,63.0,,f,premium,NaT,
376,John Smith,customer376@example.com,,6144 Pine Rd,Chicago,AZ,38704.0,18,2343.17,338,credit_card,36.0,1993-10-25,female,new,NaT,active
377,Bob Wilson,customer377@example.com,555-7418,8065 Pine Rd,la,CA,77164.0,31,2425.65,498,paypal,69.0,,,regular,2023-09-26,pending
378,EVE WHITE,customer378@example.com,,3506 Main St,Los Angeles,NY,63051.0,31,4607.71,128,debit_card,55.0,1975-05-10,female,new,NaT,pending
379,henry.davis123,customer379@example.com,,7670 Pine Rd,NYC,CA,77024.0,8,1200.49,138,cash,72.0,,,new,NaT,inactive
380,John Smith,user380@domain.com,555-6587,9140 Oak Ave,Los Angeles,TX,28181.0,16,4547.64,246,paypal,,,,premium,2020-06-21,suspended
381,Bob Wilson,customer381@example.com,555-6933,127 First St,la,IL,15007.0,39,1662.43,796,paypal,,1994-05-07,f,premium,2023-05-22,pending
382,Grace Lee,customer382@example.com,555-7715,7414 Second Ave,new_york,NY,95404.0,49,717.36,141,paypal,72.0,1960-05-15,,general,NaT,inactive
383,jane_doe,customer383@example.com,(555) 621-8802,2240 Pine Rd,Chicago,New York,nan,3,1428.64,607,cash,41.0,,male,regular,2021-03-05,active
384,Grace Lee,customer384@example.com,555-7670,7337 Pine Rd,new_york,IL,nan,48,1796.33,880,credit_card,72.0,,f,new,2022-03-25,active
385,Grace Lee,customer385@example.com,,7462 Second Ave,Chicago,AZ,99135.0,16,3843.27,386,cash,45.0,1970-08-26,other,new,2023-02-20,inactive
386,Bob Wilson,customer386@example.com,(555) 649-8837,4934 Second Ave,Los Angeles,NY,39461.0,36,1004.53,539,credit_card,,1992-12-01,male,vip,2022-11-28,active
387,frank-miller,customer387@example.com,555-8212,9718 Main St,philadelphia,NY,nan,18,3276.53,13,cash,68.0,1993-11-02,male,vip,2022-12-20,pending
389,henry.davis123,user389@domain.com,,7170 First St,new_york,PA,50589.0,6,2935.94,359,debit_card,58.0,1988-01-10,,vip,2023-11-06,unknown
390,jane_doe,customer390@example.com,,7190 Second Ave,Chicago,AZ,nan,0,3901.47,714,cash,42.0,1999-12-26,,general,2021-03-09,inactive
391,alice.johnson@email.com,customer391@example.com,(555) 923-6147,659 First St,new_york,NY,35505.0,0,2507.73,594,debit_card,56.0,,m,general,2022-02-02,pending
